name,link,size
Anohana - Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai. (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Anohana%20-%20Ano%20Hi%20Mita%20Hana%20no%20Namae%20o%20Bokutachi%20wa%20Mada%20Shiranai.%20%28Japan%29/Anohana%20-%20Ano%20Hi%20Mita%20Hana%20no%20Namae%20o%20Bokutachi%20wa%20Mada%20Shiranai.%20%28Japan%29.iso,765.38 MB
Another Century's Episode Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Another%20Century%27s%20Episode%20Portable%20%28Japan%29/Another%20Century%27s%20Episode%20Portable%20%28Japan%29.iso,824.88 MB
Antiphona no Seikahime - Tenshi no Score Opus A (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Antiphona%20no%20Seikahime%20-%20Tenshi%20no%20Score%20Opus%20A%20%28Japan%29/Antiphona%20no%20Seikahime%20-%20Tenshi%20no%20Score%20Opus%20A%20%28Japan%29.iso,732.31 MB
Ao no Exorcist - Genkoku no Labyrinth (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ao%20no%20Exorcist%20-%20Genkoku%20no%20Labyrinth%20%28Japan%29/Ao%20no%20Exorcist%20-%20Genkoku%20no%20Labyrinth%20%28Japan%29.iso,679.44 MB
"Ape Academy (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Academy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Ape%20Academy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,364.84 MB
"Ape Academy 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru) (Beta) (2006-06-19).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Academy%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CRu%29%20%28Beta%29%20%282006-06-19%29/Ape%20Academy%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CRu%29%20%28Beta%29%20%282006-06-19%29.iso,984.56 MB
"Ape Academy 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Academy%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CRu%29/Ape%20Academy%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CPt%2CRu%29.iso,984.28 MB
"Ape Escape (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Escape%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Ape%20Escape%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,764.47 MB
Ape Escape - On the Loose (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Escape%20-%20On%20the%20Loose%20%28USA%29/Ape%20Escape%20-%20On%20the%20Loose%20%28USA%29.iso,714.53 MB
Ape Escape Academy (USA) (Demo).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Escape%20Academy%20%28USA%29%20%28Demo%29/Ape%20Escape%20Academy%20%28USA%29%20%28Demo%29.iso,370.78 MB
Ape Escape Academy (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ape%20Escape%20Academy%20%28USA%29/Ape%20Escape%20Academy%20%28USA%29.iso,370.88 MB
Arabians Doubt - The Engagement on Desert (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arabians%20Doubt%20-%20The%20Engagement%20on%20Desert%20%28Japan%29/Arabians%20Doubt%20-%20The%20Engagement%20on%20Desert%20%28Japan%29.iso,1.16 GB
Arcana Famiglia - Festa Regalo! (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arcana%20Famiglia%20-%20Festa%20Regalo%21%20%28Japan%29/Arcana%20Famiglia%20-%20Festa%20Regalo%21%20%28Japan%29.iso,1.43 GB
Arcana Famiglia - La Storia della Arcana Famiglia (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arcana%20Famiglia%20-%20La%20Storia%20della%20Arcana%20Famiglia%20%28Japan%29.iso,1.20 GB
Arcana Famiglia - Vascello Phantasma no Majutsushi (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arcana%20Famiglia%20-%20Vascello%20Phantasma%20no%20Majutsushi%20%28Japan%29.iso,1.04 GB
Arcana Famiglia 2 - La Storia della Arcana Famiglia (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arcana%20Famiglia%202%20-%20La%20Storia%20della%20Arcana%20Famiglia%20%28Japan%29/Arcana%20Famiglia%202%20-%20La%20Storia%20della%20Arcana%20Famiglia%20%28Japan%29.iso,1.47 GB
"Archer Maclean's Mercury (Europe, Australia) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Archer%20Maclean%27s%20Mercury%20%28Europe%2C%20Australia%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Archer%20Maclean%27s%20Mercury%20%28Europe%2C%20Australia%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,276.50 MB
Archer Maclean's Mercury (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Archer%20Maclean%27s%20Mercury%20%28USA%29/Archer%20Maclean%27s%20Mercury%20%28USA%29.iso,275.88 MB
Arcobaleno! Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arcobaleno%21%20Portable%20%28Japan%29.iso,1.06 GB
Are You Alice (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Are%20You%20Alice%20%28Japan%29.iso,1.54 GB
Armen Noir Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armen%20Noir%20Portable%20%28Japan%29/Armen%20Noir%20Portable%20%28Japan%29.iso,1.18 GB
"Armored Core - Formula Front (Japan, Asia).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Formula%20Front%20%28Japan%2C%20Asia%29/Armored%20Core%20-%20Formula%20Front%20%28Japan%2C%20Asia%29.iso,803.00 MB
Armored Core - Formula Front (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Formula%20Front%20%28Korea%29/Armored%20Core%20-%20Formula%20Front%20%28Korea%29.iso,773.88 MB
Armored Core - Formula Front Extreme Battle (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Formula%20Front%20Extreme%20Battle%20%28Europe%29/Armored%20Core%20-%20Formula%20Front%20Extreme%20Battle%20%28Europe%29.iso,785.81 MB
Armored Core - Formula Front Extreme Battle (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Formula%20Front%20Extreme%20Battle%20%28USA%29/Armored%20Core%20-%20Formula%20Front%20Extreme%20Battle%20%28USA%29.iso,777.12 MB
"Armored Core - Formula Front International (Japan) (En,Ja).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Formula%20Front%20International%20%28Japan%29%20%28En%2CJa%29.iso,858.88 MB
Armored Core - Last Raven Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Last%20Raven%20Portable%20%28Japan%29/Armored%20Core%20-%20Last%20Raven%20Portable%20%28Japan%29.iso,1.12 GB
Armored Core - Silent Line Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%20-%20Silent%20Line%20Portable%20%28Japan%29/Armored%20Core%20-%20Silent%20Line%20Portable%20%28Japan%29.iso,651.09 MB
"Armored Core 3 Portable (Japan, Asia).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Armored%20Core%203%20Portable%20%28Japan%2C%20Asia%29/Armored%20Core%203%20Portable%20%28Japan%2C%20Asia%29.iso,835.09 MB
Arms' Heart (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arms%27%20Heart%20%28Japan%29/Arms%27%20Heart%20%28Japan%29.iso,309.84 MB
"Army of Two - The 40th Day (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Army%20of%20Two%20-%20The%2040th%20Day%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,858.62 MB
Army of Two - The 40th Day (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Army%20of%20Two%20-%20The%2040th%20Day%20%28Japan%29/Army%20of%20Two%20-%20The%2040th%20Day%20%28Japan%29.iso,795.22 MB
Army of Two - The 40th Day (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Army%20of%20Two%20-%20The%2040th%20Day%20%28USA%29/Army%20of%20Two%20-%20The%2040th%20Day%20%28USA%29.iso,858.62 MB
"Arnaqueur, L' (France).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arnaqueur%2C%20L%27%20%28France%29/Arnaqueur%2C%20L%27%20%28France%29.iso,759.09 MB
"Arthur and the Invisibles (USA) (En,Fr,Es) (Proto) (2007-03-19).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arthur%20and%20the%20Invisibles%20%28USA%29%20%28En%2CFr%2CEs%29%20%28Proto%29%20%282007-03-19%29/Arthur%20and%20the%20Invisibles%20%28USA%29%20%28En%2CFr%2CEs%29%20%28Proto%29%20%282007-03-19%29.iso,1.65 GB
"Arthur and the Minimoys (Europe) (De,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28De%2CIt%29/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28De%2CIt%29.iso,1.39 GB
"Arthur and the Minimoys (Europe) (En,Fr,Es,Nl,Sv) (Beta) (2007-01-17).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%2CSv%29%20%28Beta%29%20%282007-01-17%29/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%2CSv%29%20%28Beta%29%20%282007-01-17%29.iso,1.67 GB
"Arthur and the Minimoys (Europe) (En,Fr,Es,Nl,Sv).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%2CSv%29/Arthur%20and%20the%20Minimoys%20%28Europe%29%20%28En%2CFr%2CEs%2CNl%2CSv%29.iso,1.67 GB
Artlist Collection - The Dog Happy Life - Shiawase Wanko Seikatsu Dai-1-dan (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Artlist%20Collection%20-%20The%20Dog%20Happy%20Life%20-%20Shiawase%20Wanko%20Seikatsu%20Dai-1-dan%20%28Japan%29/Artlist%20Collection%20-%20The%20Dog%20Happy%20Life%20-%20Shiawase%20Wanko%20Seikatsu%20Dai-1-dan%20%28Japan%29.iso,763.94 MB
Artlist Collection - The Dog Happy Life - Shiawase Wanko Seikatsu Dai-1-dan - McDonald's Ver. (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Artlist%20Collection%20-%20The%20Dog%20Happy%20Life%20-%20Shiawase%20Wanko%20Seikatsu%20Dai-1-dan%20-%20McDonald%27s%20Ver.%20%28Japan%29/Artlist%20Collection%20-%20The%20Dog%20Happy%20Life%20-%20Shiawase%20Wanko%20Seikatsu%20Dai-1-dan%20-%20McDonald%27s%20Ver.%20%28Japan%29.iso,763.94 MB
"Asaki, Yumemishi (Japan).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Asaki%2C%20Yumemishi%20%28Japan%29.iso,1.41 GB
"Asphalt - Urban GT 2 (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Asphalt%20-%20Urban%20GT%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,843.19 MB
"Assassin's Creed - Bloodlines (Europe) (En,Fr,De,Es,It,Ru).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Assassin%27s%20Creed%20-%20Bloodlines%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CRu%29/Assassin%27s%20Creed%20-%20Bloodlines%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CRu%29.iso,810.97 MB
"Assassin's Creed - Bloodlines (Japan) (En,Ja).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Assassin%27s%20Creed%20-%20Bloodlines%20%28Japan%29%20%28En%2CJa%29/Assassin%27s%20Creed%20-%20Bloodlines%20%28Japan%29%20%28En%2CJa%29.iso,451.00 MB
Assassin's Creed - Bloodlines (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Assassin%27s%20Creed%20-%20Bloodlines%20%28Korea%29/Assassin%27s%20Creed%20-%20Bloodlines%20%28Korea%29.iso,772.06 MB
"Assassin's Creed - Bloodlines (USA) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Assassin%27s%20Creed%20-%20Bloodlines%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Assassin%27s%20Creed%20-%20Bloodlines%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,772.06 MB
"Asterix & Obelix XXL 2 (Europe) (En,Fr,De,Es,It,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Asterix%20%26%20Obelix%20XXL%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29/Asterix%20%26%20Obelix%20XXL%202%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%29.iso,1.03 GB
Astonishia Story (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astonishia%20Story%20%28Europe%29/Astonishia%20Story%20%28Europe%29.iso,110.19 MB
Astonishia Story (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astonishia%20Story%20%28Japan%29/Astonishia%20Story%20%28Japan%29.iso,116.62 MB
Astonishia Story (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astonishia%20Story%20%28Korea%29/Astonishia%20Story%20%28Korea%29.iso,145.22 MB
Astonishia Story (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astonishia%20Story%20%28USA%29/Astonishia%20Story%20%28USA%29.iso,110.19 MB
Astonishia Story 2 (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astonishia%20Story%202%20%28Korea%29/Astonishia%20Story%202%20%28Korea%29.iso,833.62 MB
"Astro Boy - The Video Game (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astro%20Boy%20-%20The%20Video%20Game%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Astro%20Boy%20-%20The%20Video%20Game%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.07 GB
"Astro Boy - The Video Game (USA) (En,Fr,Es,It,Nl).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Astro%20Boy%20-%20The%20Video%20Game%20%28USA%29%20%28En%2CFr%2CEs%2CIt%2CNl%29/Astro%20Boy%20-%20The%20Video%20Game%20%28USA%29%20%28En%2CFr%2CEs%2CIt%2CNl%29.iso,1.07 GB
Atari Classics Evolved (USA) (Beta) (2007-09-28).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Atari%20Classics%20Evolved%20%28USA%29%20%28Beta%29%20%282007-09-28%29/Atari%20Classics%20Evolved%20%28USA%29%20%28Beta%29%20%282007-09-28%29.iso,81.00 MB
Atari Classics Evolved (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Atari%20Classics%20Evolved%20%28USA%29/Atari%20Classics%20Evolved%20%28USA%29.iso,80.09 MB
"ATV Offroad Fury - Blazin' Trails (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/ATV%20Offroad%20Fury%20-%20Blazin%27%20Trails%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/ATV%20Offroad%20Fury%20-%20Blazin%27%20Trails%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,631.12 MB
ATV Offroad Fury - Blazin' Trails (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/ATV%20Offroad%20Fury%20-%20Blazin%27%20Trails%20%28USA%29/ATV%20Offroad%20Fury%20-%20Blazin%27%20Trails%20%28USA%29.iso,861.59 MB
"ATV Offroad Fury Pro (Europe) (En,Fr,De,Es,It,Pt,Pl,Ru,El).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/ATV%20Offroad%20Fury%20Pro%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%2CEl%29/ATV%20Offroad%20Fury%20Pro%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPt%2CPl%2CRu%2CEl%29.iso,647.38 MB
ATV Offroad Fury Pro (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/ATV%20Offroad%20Fury%20Pro%20%28USA%29/ATV%20Offroad%20Fury%20Pro%20%28USA%29.iso,844.81 MB
Audition Portable (Korea).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Audition%20Portable%20%28Korea%29/Audition%20Portable%20%28Korea%29.iso,802.28 MB
Autoescuela Aprueba Conmigo (Spain).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Autoescuela%20Aprueba%20Conmigo%20%28Spain%29/Autoescuela%20Aprueba%20Conmigo%20%28Spain%29.iso,233.12 MB
Ayakashibito - Gen'you Ibunroku Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ayakashibito%20-%20Gen%27you%20Ibunroku%20Portable%20%28Japan%29/Ayakashibito%20-%20Gen%27you%20Ibunroku%20Portable%20%28Japan%29.iso,1.42 GB
B's-LOG Party (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/B%27s-LOG%20Party%20%28Japan%29/B%27s-LOG%20Party%20%28Japan%29.iso,326.78 MB
B-Boy (Europe) (Demo).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/B-Boy%20%28Europe%29%20%28Demo%29/B-Boy%20%28Europe%29%20%28Demo%29.iso,72.94 MB
"B-Boy (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/B-Boy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/B-Boy%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.65 GB
B-Boy (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/B-Boy%20%28USA%29/B-Boy%20%28USA%29.iso,1.54 GB
Baka to Test to Shoukanjuu Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Baka%20to%20Test%20to%20Shoukanjuu%20Portable%20%28Japan%29/Baka%20to%20Test%20to%20Shoukanjuu%20Portable%20%28Japan%29.iso,380.69 MB
Bakemonogatari Portable (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakemonogatari%20Portable%20%28Japan%29/Bakemonogatari%20Portable%20%28Japan%29.iso,1.34 GB
"Baku-No (Japan, Asia).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Baku-No%20%28Japan%2C%20Asia%29/Baku-No%20%28Japan%2C%20Asia%29.iso,153.81 MB
Bakudan Handan (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakudan%20Handan%20%28Japan%29/Bakudan%20Handan%20%28Japan%29.iso,1017.94 MB
"Bakugan - Defenders of the Core (Europe) (En,Fr,De,Es,It,Nl,Sv).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakugan%20-%20Defenders%20of%20the%20Core%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CSv%29/Bakugan%20-%20Defenders%20of%20the%20Core%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CNl%2CSv%29.iso,846.25 MB
"Bakugan - Defenders of the Core (USA) (En,Fr).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakugan%20-%20Defenders%20of%20the%20Core%20%28USA%29%20%28En%2CFr%29/Bakugan%20-%20Defenders%20of%20the%20Core%20%28USA%29%20%28En%2CFr%29.iso,846.22 MB
Bakumatsu Rock (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakumatsu%20Rock%20%28Japan%29/Bakumatsu%20Rock%20%28Japan%29.iso,1.33 GB
Bakumatsu Rock - Ultra Soul (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bakumatsu%20Rock%20-%20Ultra%20Soul%20%28Japan%29/Bakumatsu%20Rock%20-%20Ultra%20Soul%20%28Japan%29.iso,1.58 GB
Bamboo Blade - Sorekara no Chousen (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bamboo%20Blade%20-%20Sorekara%20no%20Chousen%20%28Japan%29/Bamboo%20Blade%20-%20Sorekara%20no%20Chousen%20%28Japan%29.iso,526.88 MB
Bara no Ki ni - Bara no Hanasaku (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Bara%20no%20Ki%20ni%20-%20Bara%20no%20Hanasaku%20%28Japan%29/Bara%20no%20Ki%20ni%20-%20Bara%20no%20Hanasaku%20%28Japan%29.iso,639.22 MB
Battle Dodgeball 3 (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Battle%20Dodgeball%203%20%28Japan%29/Battle%20Dodgeball%203%20%28Japan%29.iso,859.69 MB
Battle Royal (India).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Battle%20Royal%20%28India%29/Battle%20Royal%20%28India%29.iso,184.47 MB
Battle Spirits - Heroes Soul (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Battle%20Spirits%20-%20Heroes%20Soul%20%28Japan%29/Battle%20Spirits%20-%20Heroes%20Soul%20%28Japan%29.iso,1.25 GB
Battle Spirits - Kiseki no Hasha (Japan).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Battle%20Spirits%20-%20Kiseki%20no%20Hasha%20%28Japan%29/Battle%20Spirits%20-%20Kiseki%20no%20Hasha%20%28Japan%29.iso,360.75 MB
"Battle vs. Chess (Europe) (En,Fr,De,Es,It,Pl,Ru) (Proto) (2011-12-15).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Battle%20vs.%20Chess%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPl%2CRu%29%20%28Proto%29%20%282011-12-15%29/Battle%20vs.%20Chess%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%2CPl%2CRu%29%20%28Proto%29%20%282011-12-15%29.iso,613.25 MB
"BattleZone (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/BattleZone%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/BattleZone%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,864.38 MB
BattleZone (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/BattleZone%20%28USA%29/BattleZone%20%28USA%29.iso,864.38 MB
"Beaterator (Europe, Australia) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Beaterator%20%28Europe%2C%20Australia%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Beaterator%20%28Europe%2C%20Australia%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.01 GB
Beaterator (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Beaterator%20%28USA%29/Beaterator%20%28USA%29.iso,1.01 GB
"Ben 10 - Alien Force (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Alien%20Force%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Ben%2010%20-%20Alien%20Force%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.22 GB
"Ben 10 - Alien Force (USA) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Alien%20Force%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Ben%2010%20-%20Alien%20Force%20%28USA%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.22 GB
"Ben 10 - Alien Force - Vilgax Attacks (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Alien%20Force%20-%20Vilgax%20Attacks%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29/Ben%2010%20-%20Alien%20Force%20-%20Vilgax%20Attacks%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,1.46 GB
Ben 10 - Alien Force - Vilgax Attacks (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Alien%20Force%20-%20Vilgax%20Attacks%20%28USA%29/Ben%2010%20-%20Alien%20Force%20-%20Vilgax%20Attacks%20%28USA%29.iso,1.46 GB
"Ben 10 - Protector of Earth (Europe) (En,Fr,De,Es,It).iso",https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Protector%20of%20Earth%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.iso,642.56 MB
Ben 10 - Protector of Earth (Europe).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Protector%20of%20Earth%20%28Europe%29.iso,642.09 MB
Ben 10 - Protector of Earth (USA).iso,https://huggingface.co/datasets/luistiagos/roms/resolve/main/psp/Ben%2010%20-%20Protector%20of%20Earth%20%28USA%29/Ben%2010%20-%20Protector%20of%20Earth%20%28USA%29.iso,653.47 MB
